tier,toDelegate,ens_name,proposal_link,proposal_type,proposal_id,proposal_description,rn
Tier 3,0xe93d59cc0bcecfd4ac204827ef67c5266079e2b5,404gov.eth,"<a href=""https://vote.optimism.io/proposals/51738314696473345172141808043782330430064117614433447104828853768775712054864"" target=""_blank"">To Read More</a>",Single-Choice Proposal,51738314696473345172141808043782330430064117614433447104828853768775712054864,# Intent #1 Budget Proposal \n Season 4 lays the groundwork to align the entire community around Collective Intents. Intents are directional goals that allow the Collective to align and focus. Intent #1 is: Progress Towards Technical Decentralization. The Foundation has set this Intent and proposed a budget of 1M OP to support Proposed Missions in Season 4. Any budget that is not allocated to Missions under this Intent will be returned to the Governance Fund. This Season 4 proposal is eligible for voting in Special Voting Cycle #12a: [https://gov.optimism.io/t/collective-intents/5874#intent-1-progress-towards-technical-decentralization-2](https://gov.optimism.io/t/collective-intents/5874#intent-1-progress-towards-technical-decentralization-2),1
Tier 3,0xe93d59cc0bcecfd4ac204827ef67c5266079e2b5,404gov.eth,"<a href=""https://vote.optimism.io/proposals/32970701904870446614408373011942917680422376755229075190214017021915019093516"" target=""_blank"">To Read More</a>",Single-Choice Proposal,32970701904870446614408373011942917680422376755229075190214017021915019093516,"# Intent #2 - Council Intent Budget Proposal \n In Season 3, we experimented with a Grants Council. If renewed, the Grants Council would manage Intent #2: Innovate on Novel Applications.  If this Council Intent Budget is approved, it will renew the Council for another Season and elect the proposal author, Dane Lund, as Council Lead. Reviewer Elections will take place in Special Voting Cycle #12b, if this budget is approved. Any budget that is not allocated to Missions under this Intent will be returned to the Governance Fund. This Season 4 proposal is eligible for voting in Special Voting Cycle #12a: - [https://gov.optimism.io/t/draft-season-4-council-intent-budget-proposal/5925](https://gov.optimism.io/t/draft-season-4-council-intent-budget-proposal/5925) - [https://gov.optimism.io/t/council-framework-and-renewal/5884](https://gov.optimism.io/t/council-framework-and-renewal/5884)",1
Tier 3,0x80fc5137886375e7e5c9fbaaf3f1bfcf86bce482,<nil>,"<a href=""https://vote.optimism.io/proposals/51738314696473345172141808043782330430064117614433447104828853768775712054864"" target=""_blank"">To Read More</a>",Single-Choice Proposal,51738314696473345172141808043782330430064117614433447104828853768775712054864,# Intent #1 Budget Proposal \n Season 4 lays the groundwork to align the entire community around Collective Intents. Intents are directional goals that allow the Collective to align and focus. Intent #1 is: Progress Towards Technical Decentralization. The Foundation has set this Intent and proposed a budget of 1M OP to support Proposed Missions in Season 4. Any budget that is not allocated to Missions under this Intent will be returned to the Governance Fund. This Season 4 proposal is eligible for voting in Special Voting Cycle #12a: [https://gov.optimism.io/t/collective-intents/5874#intent-1-progress-towards-technical-decentralization-2](https://gov.optimism.io/t/collective-intents/5874#intent-1-progress-towards-technical-decentralization-2),1
Tier 3,0x80fc5137886375e7e5c9fbaaf3f1bfcf86bce482,<nil>,"<a href=""https://vote.optimism.io/proposals/27878184270712708211495755831534918916136653803154031118511283847257927730426"" target=""_blank"">To Read More</a>",Single-Choice Proposal,27878184270712708211495755831534918916136653803154031118511283847257927730426,"Delegate Suspension: Fractal Visions - All Optimism Delegates are bound by the delegate code of conduct (https://gov.optimism.io/t/delegate-code-of-conduct/3943.) Severe code of conduct violations are subject to a three month suspension and are decided via Token House vote. - This Delegate Suspension Proposal is eligible for voting in Voting Cycle #11: https://gov.optimism.io/t/delegate-suspension-fractal-visions/5710 // Note: the approval threshold for this proposal is 51%, or 20424975 OP. The value displayed by the frontend may differ.",1
Tier 4,0x5f4bcccb5c2cbb01c619f5cfed555466e31679b6,delegate.chomtana.eth,"<a href=""https://vote.optimism.io/proposals/64861580915106728278960188313654044018229192803489945934331754023009986585740"" target=""_blank"">To Read More</a>",Single-Choice Proposal,64861580915106728278960188313654044018229192803489945934331754023009986585740,"# Upgrade Proposal #3: Delta Network Upgrade 
This upgrade (“Delta”) contains a single consensus-layer feature, Span Batches.

The code for the Delta upgrade is ready in the following Optimism monorepo hash: 54a7dbf8aa9b982f9c6a54cbbe448be41c0b7bc7 

Test in Prod proposes 00:00:00 Feb 22, 2024, UTC for the Delta hard fork time—1707922800 in Unix Timestamp. 

This proposal is eligible for Voting Cycle #17: 
<https://gov.optimism.io/t/ready-to-vote-upgrade-proposal-3-delta-network-upgrade/7310>",1
Tier 4,0x062a07cbf4848fda67292a96a5e02c97e402233f,exospherel2.eth,"<a href=""https://vote.optimism.io/proposals/27439950952007920118525230291344523079212068327713298769307857575418374325849"" target=""_blank"">To Read More</a>",Single-Choice Proposal,27439950952007920118525230291344523079212068327713298769307857575418374325849,"# Security Council: Vote #1
This proposal requires a vote to approve Phase 0's addition of the Security Council as a signer on a 2/2 multisig that controls protocol upgrades for OP Mainnet. This does not require any protocol changes, but as this represents a fundamental change to OP Mainnet's security model, it should be approved by the Token House. This is one of three votes required to fully implement the Security Council as outlined here: <https://gov.optimism.io/t/intro-to-optimisms-security-council/6885>


This vote requires a 76% approval threshold. The value displayed by the frontend may differ.

This proposal is eligible for Special Voting Cycle #16a: <https://gov.optimism.io/t/security-council-vote-1-change-to-security-model/6886>
",1
Tier 4,0x9e59edf20d62acbc689d5e72b8f72fedd7a3d282,milob.eth,"<a href=""https://vote.optimism.io/proposals/11595556248137084019024264942104169821784001997050285438055123196153848845549"" target=""_blank"">To Read More</a>",Single-Choice Proposal,11595556248137084019024264942104169821784001997050285438055123196153848845549,"# Season 5 Intent Budgets
The Intents for Season 5 and their budgets proposed by the Grants Council Lead are:

-   Intent #1: Progress Towards Technical Decentralization
    -   Proposed budget: 1.33M OP

-   Intent #2: Grow the Superchain
    -   Proposed budget: 4M OP

-   Intent #3: Improve the Consumer Experience
    -   Proposed budget: 1.33M OP

-   Intent #4: Improve Governance Accessibility
    -   Proposed budget: 1.33M OP

-   Unallocated Budget: 1M reserved for general allocation

Total Intents Budget: up to 9M OP

Any budget that is not allocated under these Intent will be returned to the Governance Fund.

This proposal is eligible for Special Voting Cycle #16b:
<https://gov.optimism.io/t/season-5-intents-budget-proposal/7040>
",1
Tier 4,0x9e59edf20d62acbc689d5e72b8f72fedd7a3d282,milob.eth,"<a href=""https://vote.optimism.io/proposals/23645858735980247449510302520189443998369792603230659191221949690963680987113"" target=""_blank"">To Read More</a>",Single-Choice Proposal,23645858735980247449510302520189443998369792603230659191221949690963680987113,"# Chain Delegation Program
The Chain Delegation Program would temporarily delegate a portion of idle OP from the Governance Fund to value-aligned OP Chains. If this proposal is approved by the Token House, a total of 10M OP would be reserved for delegation across as many as 10 OP Chains. Delegations will be made throughout Season 5 and 6, as Chains qualify.

This proposal is eligible for Special Voting Cycle #16b: 
<https://gov.optimism.io/t/chain-delegation-program/6896>
",1
Tier 4,0x9e59edf20d62acbc689d5e72b8f72fedd7a3d282,milob.eth,"<a href=""https://vote.optimism.io/proposals/47253113366919812831791422571513347073374828501432502648295761953879525315523"" target=""_blank"">To Read More</a>",Single-Choice Proposal,47253113366919812831791422571513347073374828501432502648295761953879525315523,"# Protocol Upgrade #6: Multi-Chain Prep (MCP) L1
Upgrade proposal: MCP - This protocol upgrade strengthens the security and upgradeability of the Superchain by enabling L1 contracts to be upgraded atomically across multiple chains in a single transaction. This upgrade also extends the SystemConfig to contain the addresses of the contracts in the network, allowing users to discover the system’s contract addresses programmatically.
The upgrade is code complete as of commit [e6ef3a900c42c8722e72c2e2314027f85d12ced5](https://github.com/ethereum-optimism/optimism/commit/e6ef3a900c42c8722e72c2e2314027f85d12ced5) ([release](https://github.com/ethereum-optimism/optimism/releases/tag/op-contracts%2Fv1.3.0-rc.1) and [tag](https://github.com/ethereum-optimism/optimism/tree/op-contracts/v1.3.0-rc.1)) in the Optimism monorepo.

This proposal is eligible for Voting Cycle #19: 
<https://gov.optimism.io/t/upgrade-proposal-6-multi-chain-prep-mcp-l1/7677>

If passed in the Token House, it will proceed to a veto period in the Citizens’ House. 
",1
Tier 4,0xc08bf9bc689f614029287cee1cf595b179e43b05,id4499.eth,"<a href=""https://vote.optimism.io/proposals/22387138384033903985192420283570655912990907953544385753324581204637906644383"" target=""_blank"">To Read More</a>",Single-Choice Proposal,22387138384033903985192420283570655912990907953544385753324581204637906644383,"# Anticapture Commission
Season 5 introduces an Anticapture Commission, comprised of the highest impact delegates. The Anticapture Commission will have a mandate to represent the interests of individual delegates as a key stakeholder group, and to prevent capture of the Token House by any one stakeholder group. If approved by the Token House, the Anticapture Commission would be delegated 10M OP from the Governance Fund in Season 5 and 6.

This proposal is eligible for Special Voting Cycle #16a: <https://gov.optimism.io/t/anticapture-commission/6889>
",1
Tier 4,0xece81706f6c9a72880d30da861a05696ccc51a0e,luongpham.eth,"<a href=""https://vote.optimism.io/proposals/112047914448178129124907599845371359974256142096707624346739203514792263033877"" target=""_blank"">To Read More</a>",Single-Choice Proposal,112047914448178129124907599845371359974256142096707624346739203514792263033877,"# Ratification of Law of Chains
The Law of Chains is an open neutrality framework that establishes certain protections for participants in the Superchain ecosystem. Its purpose is to promote core principles of user protection, decentralization and economic autonomy as foundations for the developing Superchain. The Token House will ratify this foundational governing document.

This proposal is eligible for Special Voting Cycle #16b:
<https://gov.optimism.io/t/ratification-law-of-chains/7049>
",1
Tier 4,0xece81706f6c9a72880d30da861a05696ccc51a0e,luongpham.eth,"<a href=""https://vote.optimism.io/proposals/20327152654308054166942093105443920402082671769027198649343468266910325783863"" target=""_blank"">To Read More</a>",Single-Choice Proposal,20327152654308054166942093105443920402082671769027198649343468266910325783863,"# Upgrade #2: Canyon Protocol Upgrade
This proposal outlines the Optimism Collective’s first network upgrade after Bedrock, titled Canyon. The Canyon upgrade contains the Shapella network upgrade from Ethereum, a change to reduce the volatility of the basefee, and several minor bug fixes. This upgrade maintains EVM equivalence and includes several OP Stack specific improvements.

Canyon is code complete in the optimism monorepo at commit 6cce3728b7bed5e36234aeba3b773e0f97867be3 and op-geth at commit ed8e9f54ed0a5069e77ea34895ff12a9ac4ca17f
If this vote passes, Canyon will activate on op-mainnet, base-mainnet, pgn-mainnet, & zora-mainnet on Thu Jan 11 17:00:01 UTC 2024 (Unix Time 1704992401) barring a critical security issue.

This vote requires a 76% approval threshold. The value displayed by the frontend may differ.

This proposal is eligible for Special Voting Cycle #16c: 
https://gov.optimism.io/t/draft-upgrade-proposal-2-canyon-network-upgrade/7088",1
Tier 4,0xac1b80e06f970879bfb8f2b92b59442593f332b6,pidoras.eth,"<a href=""https://vote.optimism.io/proposals/114732572201709734114347859370226754519763657304898989580338326275038680037913"" target=""_blank"">To Read More</a>",Single-Choice Proposal,114732572201709734114347859370226754519763657304898989580338326275038680037913,"Upgrade Proposal: Bedrock - This proposal outlines the Optimism Collective’s first Protocol upgrade of Optimism Mainnet to the Bedrock release. This upgrade aims to provide unprecedented modularity, simplicity, and Ethereum equivalence to the L2 network, with positive impacts on performance and security. Bedrock is the codebase which will help Optimism stand the test of time, and is also preparatory step towards the multi-chain future. - This Protocol Upgrade proposal is eligible for voting in Voting Cycle #11: https://gov.optimism.io/t/final-upgrade-proposal-bedrock-v2/5548",1
Tier 4,0xd66164c4b658f3704b5caa67b33f07f3842ee063,universalvalue.eth,"<a href=""https://vote.optimism.io/proposals/29831001453379581627736734765818959389842109811221412662144194715522205098015"" target=""_blank"">To Read More</a>",Single-Choice Proposal,29831001453379581627736734765818959389842109811221412662144194715522205098015,"# Treasury Appropriation (Foundation Year 2 Budget Approval)
The Optimism Foundation future OP operating budget is subject to governance approval. The Foundation was allocated a Year 1 budget in the founding documents of the Optimism Collective. It has to date used 5.21% of this Year 1 budget. ****Therefore, the Foundation does not need to request a budget for Year 2, but is symbolically requesting an additional 1 OP for its Year 2 (2023-2024) operating budget.

This Season 4 proposal is eligible for voting in Special Voting Cycle #12b: [https://gov.optimism.io/t/treasury-appropriation-proposal-foundation-year-2-budget-draft/5979](https://gov.optimism.io/t/treasury-appropriation-proposal-foundation-year-2-budget-draft/5979)",1
Tier 4,0xd66164c4b658f3704b5caa67b33f07f3842ee063,universalvalue.eth,"<a href=""https://vote.optimism.io/proposals/64861580915106728278960188313654044018229192803489945934331754023009986585740"" target=""_blank"">To Read More</a>",Single-Choice Proposal,64861580915106728278960188313654044018229192803489945934331754023009986585740,"# Upgrade Proposal #3: Delta Network Upgrade 
This upgrade (“Delta”) contains a single consensus-layer feature, Span Batches.

The code for the Delta upgrade is ready in the following Optimism monorepo hash: 54a7dbf8aa9b982f9c6a54cbbe448be41c0b7bc7 

Test in Prod proposes 00:00:00 Feb 22, 2024, UTC for the Delta hard fork time—1707922800 in Unix Timestamp. 

This proposal is eligible for Voting Cycle #17: 
<https://gov.optimism.io/t/ready-to-vote-upgrade-proposal-3-delta-network-upgrade/7310>",1
Tier 4,0xd66164c4b658f3704b5caa67b33f07f3842ee063,universalvalue.eth,"<a href=""https://vote.optimism.io/proposals/47253113366919812831791422571513347073374828501432502648295761953879525315523"" target=""_blank"">To Read More</a>",Single-Choice Proposal,47253113366919812831791422571513347073374828501432502648295761953879525315523,"# Protocol Upgrade #6: Multi-Chain Prep (MCP) L1
Upgrade proposal: MCP - This protocol upgrade strengthens the security and upgradeability of the Superchain by enabling L1 contracts to be upgraded atomically across multiple chains in a single transaction. This upgrade also extends the SystemConfig to contain the addresses of the contracts in the network, allowing users to discover the system’s contract addresses programmatically.
The upgrade is code complete as of commit [e6ef3a900c42c8722e72c2e2314027f85d12ced5](https://github.com/ethereum-optimism/optimism/commit/e6ef3a900c42c8722e72c2e2314027f85d12ced5) ([release](https://github.com/ethereum-optimism/optimism/releases/tag/op-contracts%2Fv1.3.0-rc.1) and [tag](https://github.com/ethereum-optimism/optimism/tree/op-contracts/v1.3.0-rc.1)) in the Optimism monorepo.

This proposal is eligible for Voting Cycle #19: 
<https://gov.optimism.io/t/upgrade-proposal-6-multi-chain-prep-mcp-l1/7677>

If passed in the Token House, it will proceed to a veto period in the Citizens’ House. 
",1
Tier 1,0x1b686ee8e31c5959d9f5bbd8122a58682788eead,delegate.l2beat.eth,<nil>,<nil>,<nil>,<nil>,1
Tier 2,0x2b888954421b424c5d3d9ce9bb67c9bd47537d12,lefteris.eth,<nil>,<nil>,<nil>,<nil>,1
Tier 2,0x2b888954421b424c5d3d9ce9bb67c9bd47537d12,lefteris.eth,"<a href=""https://vote.optimism.io/proposals/25353629475948605098820168047140307200589226219380649297323431722674892706917"" target=""_blank"">To Read More</a>",Single-Choice Proposal,25353629475948605098820168047140307200589226219380649297323431722674892706917,"#  Code of Conduct Violation: Carlos Melgar
All active delegates, badgeholders, Citizens, and grant recipients (""Optimists"") are bound by the [Code of Conduct](https://gov.optimism.io/t/code-of-conduct/5751). Severe code of conduct violations are subject to a three month suspension and are decided via Token House vote.

This Code of Conduct Suspension Proposal is eligible for voting in Voting Cycle #16a: <https://gov.optimism.io/t/code-of-conduct-violation-carlos-melgar/6882/9>
",1
Tier 2,0xa6e8772af29b29b9202a073f8e36f447689beef6,gfxlabs.eth,"<a href=""https://vote.optimism.io/proposals/51738314696473345172141808043782330430064117614433447104828853768775712054864"" target=""_blank"">To Read More</a>",Single-Choice Proposal,51738314696473345172141808043782330430064117614433447104828853768775712054864,# Intent #1 Budget Proposal \n Season 4 lays the groundwork to align the entire community around Collective Intents. Intents are directional goals that allow the Collective to align and focus. Intent #1 is: Progress Towards Technical Decentralization. The Foundation has set this Intent and proposed a budget of 1M OP to support Proposed Missions in Season 4. Any budget that is not allocated to Missions under this Intent will be returned to the Governance Fund. This Season 4 proposal is eligible for voting in Special Voting Cycle #12a: [https://gov.optimism.io/t/collective-intents/5874#intent-1-progress-towards-technical-decentralization-2](https://gov.optimism.io/t/collective-intents/5874#intent-1-progress-towards-technical-decentralization-2),1
Tier 3,0x3d2d722b443a5cae8e41877bb7cd649f3650937c,<nil>,"<a href=""https://vote.optimism.io/proposals/95102633290576253416299445955061077431090693890673037767791097228222587378331"" target=""_blank"">To Read More</a>",Single-Choice Proposal,95102633290576253416299445955061077431090693890673037767791097228222587378331,"# Ratify Developer Advisory Board Members
The initial Developer Advisory Board will be comprised of seven members, one of which will be a non-voting member of OP Labs engineering, and a DAB Lead. The Lead will manage general coordination and operations and will be a non-voting member. If approved, the Foundation will appoint the below members:

-   Board Lead: [Brock](https://twitter.com/brockjelmore)

-   Board Member: [Philogy ](https://twitter.com/real_philogy)

-   Board Member (forfeiting compensation): [Noah](https://twitter.com/NoahCitron)

-   Board Member: [Zach](https://twitter.com/zachobront)

-   Board Member: [Roman](https://twitter.com/r_krasiuk)

-   Board Member: [Jepsen ](https://twitter.com/0xjepsen)

-   OP Labs Representative (non-voting): [Kelvin](https://twitter.com/kelvinfichter)

All members will be subject to the [Code of Conduct](https://gov.optimism.io/t/code-of-conduct/5751).

This proposal is eligible for Special Voting Cycle #16a: <https://gov.optimism.io/t/developer-advisory-board/6892>
",1
Tier 3,0x3d2d722b443a5cae8e41877bb7cd649f3650937c,<nil>,"<a href=""https://vote.optimism.io/proposals/26993004599223263087505603454119723751877285713239446072681254755783718227511"" target=""_blank"">To Read More</a>",Single-Choice Proposal,26993004599223263087505603454119723751877285713239446072681254755783718227511,"# Code of Conduct Council Budget
Season 5 will further decentralize the Foundation's role in processing violations of the Code of Conduct and remove enforcement responsibility from Token House delegates. Accordingly, the Foundation will authorize a Token House Code of Conduct Council, according to the [Council Framework](https://gov.optimism.io/t/council-framework-and-renewal/5884). The Council will be comprised of five members and a Council Lead. The Foundation proposes an initial budget of 3,000 OP per Code of Conduct Council member, for a total of 18,000 OP to be dispersed out of the Governance Fund at the end of Season 5.

This proposal is eligible for Special Voting Cycle #16a: <https://gov.optimism.io/t/code-of-conduct-councils/6888>
",1
Tier 3,0x3d2d722b443a5cae8e41877bb7cd649f3650937c,<nil>,"<a href=""https://vote.optimism.io/proposals/29831001453379581627736734765818959389842109811221412662144194715522205098015"" target=""_blank"">To Read More</a>",Single-Choice Proposal,29831001453379581627736734765818959389842109811221412662144194715522205098015,"# Treasury Appropriation (Foundation Year 2 Budget Approval)
The Optimism Foundation future OP operating budget is subject to governance approval. The Foundation was allocated a Year 1 budget in the founding documents of the Optimism Collective. It has to date used 5.21% of this Year 1 budget. ****Therefore, the Foundation does not need to request a budget for Year 2, but is symbolically requesting an additional 1 OP for its Year 2 (2023-2024) operating budget.

This Season 4 proposal is eligible for voting in Special Voting Cycle #12b: [https://gov.optimism.io/t/treasury-appropriation-proposal-foundation-year-2-budget-draft/5979](https://gov.optimism.io/t/treasury-appropriation-proposal-foundation-year-2-budget-draft/5979)",1
Tier 4,0x0c14466009c658b3d52f2cc1b8394203fc8227ce,zelenckiy.eth,"<a href=""https://vote.optimism.io/proposals/103606400798595803012644966342403441743733355496979747669804254618774477345292"" target=""_blank"">To Read More</a>",<nil>,103606400798595803012644966342403441743733355496979747669804254618774477345292,Test Vote 3: All Together Now -- Come try out the new vote.optimism.io!,1
Tier 1,0x1b686ee8e31c5959d9f5bbd8122a58682788eead,delegate.l2beat.eth,"<a href=""https://vote.optimism.io/proposals/47253113366919812831791422571513347073374828501432502648295761953879525315523"" target=""_blank"">To Read More</a>",Single-Choice Proposal,47253113366919812831791422571513347073374828501432502648295761953879525315523,"# Protocol Upgrade #6: Multi-Chain Prep (MCP) L1
Upgrade proposal: MCP - This protocol upgrade strengthens the security and upgradeability of the Superchain by enabling L1 contracts to be upgraded atomically across multiple chains in a single transaction. This upgrade also extends the SystemConfig to contain the addresses of the contracts in the network, allowing users to discover the system’s contract addresses programmatically.
The upgrade is code complete as of commit [e6ef3a900c42c8722e72c2e2314027f85d12ced5](https://github.com/ethereum-optimism/optimism/commit/e6ef3a900c42c8722e72c2e2314027f85d12ced5) ([release](https://github.com/ethereum-optimism/optimism/releases/tag/op-contracts%2Fv1.3.0-rc.1) and [tag](https://github.com/ethereum-optimism/optimism/tree/op-contracts/v1.3.0-rc.1)) in the Optimism monorepo.

This proposal is eligible for Voting Cycle #19: 
<https://gov.optimism.io/t/upgrade-proposal-6-multi-chain-prep-mcp-l1/7677>

If passed in the Token House, it will proceed to a veto period in the Citizens’ House. 
",1
Tier 2,0x2b888954421b424c5d3d9ce9bb67c9bd47537d12,lefteris.eth,"<a href=""https://vote.optimism.io/proposals/94365805422398770067924881378455503928423439630602149628781926844759467250082"" target=""_blank"">To Read More</a>",Single-Choice Proposal,94365805422398770067924881378455503928423439630602149628781926844759467250082,# Intent #3 Budget Proposal \n Season 4 lays the groundwork to align the entire community around Collective Intents. Intents are directional goals that allow the Collective to align and focus. Intent #3 is: Spread Awareness of the Optimistic Vision. The Foundation has selected this Intent from commnunity suggestions and proposed a budget of 1M OP to support Proposed Missions in Season 4. Any budget that is not allocated to Missions under this Intent will be returned to the Governance Fund. This Season 4 proposal is eligible for voting in Special Voting Cycle #12a: [https://gov.optimism.io/t/collective-intents/5874#intent-3-spread-awareness-of-the-optimistic-vision-4](https://gov.optimism.io/t/collective-intents/5874#intent-3-spread-awareness-of-the-optimistic-vision-4),1
Tier 2,0xa6e8772af29b29b9202a073f8e36f447689beef6,gfxlabs.eth,"<a href=""https://vote.optimism.io/proposals/47864371633107534187617995773541299064963460661119440983190542488743950169122"" target=""_blank"">To Read More</a>",Single-Choice Proposal,47864371633107534187617995773541299064963460661119440983190542488743950169122,"# Grants Council Operating Budget
The Grants Council plays an important role in the Collective and is assumed to persist unless a Council Dissolution Proposal is passed. 

The Token House must vote on a Council Operating Budget, thereby renewing the Council for another Season and electing the proposal author as Council Lead. Delegates are effectively electing the Council Lead that has authored an approved budget. 

The sole proposed Grants Council Operating Budget is proposed by Lund Ventures (Dane Lund) with a proposed operating budget of 440k OP: <https://gov.optimism.io/t/draft-season-5-grants-council-operating-budget/6941>

This proposal is eligible for Special Voting Cycle #16a: <https://gov.optimism.io/t/grants-council-operating-budget-template/6891>
",1
Tier 2,0xa6e8772af29b29b9202a073f8e36f447689beef6,gfxlabs.eth,"<a href=""https://vote.optimism.io/proposals/114732572201709734114347859370226754519763657304898989580338326275038680037913"" target=""_blank"">To Read More</a>",Single-Choice Proposal,114732572201709734114347859370226754519763657304898989580338326275038680037913,"Upgrade Proposal: Bedrock - This proposal outlines the Optimism Collective’s first Protocol upgrade of Optimism Mainnet to the Bedrock release. This upgrade aims to provide unprecedented modularity, simplicity, and Ethereum equivalence to the L2 network, with positive impacts on performance and security. Bedrock is the codebase which will help Optimism stand the test of time, and is also preparatory step towards the multi-chain future. - This Protocol Upgrade proposal is eligible for voting in Voting Cycle #11: https://gov.optimism.io/t/final-upgrade-proposal-bedrock-v2/5548",1
Tier 2,0xa6e8772af29b29b9202a073f8e36f447689beef6,gfxlabs.eth,"<a href=""https://vote.optimism.io/proposals/32970701904870446614408373011942917680422376755229075190214017021915019093516"" target=""_blank"">To Read More</a>",Single-Choice Proposal,32970701904870446614408373011942917680422376755229075190214017021915019093516,"# Intent #2 - Council Intent Budget Proposal \n In Season 3, we experimented with a Grants Council. If renewed, the Grants Council would manage Intent #2: Innovate on Novel Applications.  If this Council Intent Budget is approved, it will renew the Council for another Season and elect the proposal author, Dane Lund, as Council Lead. Reviewer Elections will take place in Special Voting Cycle #12b, if this budget is approved. Any budget that is not allocated to Missions under this Intent will be returned to the Governance Fund. This Season 4 proposal is eligible for voting in Special Voting Cycle #12a: - [https://gov.optimism.io/t/draft-season-4-council-intent-budget-proposal/5925](https://gov.optimism.io/t/draft-season-4-council-intent-budget-proposal/5925) - [https://gov.optimism.io/t/council-framework-and-renewal/5884](https://gov.optimism.io/t/council-framework-and-renewal/5884)",1
Tier 3,0x3d2d722b443a5cae8e41877bb7cd649f3650937c,<nil>,"<a href=""https://vote.optimism.io/proposals/112047914448178129124907599845371359974256142096707624346739203514792263033877"" target=""_blank"">To Read More</a>",Single-Choice Proposal,112047914448178129124907599845371359974256142096707624346739203514792263033877,"# Ratification of Law of Chains
The Law of Chains is an open neutrality framework that establishes certain protections for participants in the Superchain ecosystem. Its purpose is to promote core principles of user protection, decentralization and economic autonomy as foundations for the developing Superchain. The Token House will ratify this foundational governing document.

This proposal is eligible for Special Voting Cycle #16b:
<https://gov.optimism.io/t/ratification-law-of-chains/7049>
",1
Tier 4,0x9d31e30003f253563ff108bc60b16fdf2c93abb5,pay.eth,"<a href=""https://vote.optimism.io/proposals/43431989468661837394136288041284191617425689076936311610313173525570196928460"" target=""_blank"">To Read More</a>",Single-Choice Proposal,43431989468661837394136288041284191617425689076936311610313173525570196928460,"# Governor Update #1: Improve advanced delegation voting 
This update enables voters with advanced delegated voting power to cast their votes in a single transaction. This enhancement addresses user feedback on the advanced delegation feature, simplifying the voting process.

If approved by governance, the Optimism Foundation admin will set the governor proxy to a new implementation deployed at 0x637DA4Eeac836188D8C46F63Cb2655f4d3C9F893.


This proposal is eligible for Voting Cycle #21: 
<https://gov.optimism.io/t/proposal-improve-advanced-delegation-voting/7932/1>
",1
Tier 4,0x7a0f28264e889142311cb6a517ac5c2294c7d673,aimyon.eth,"<a href=""https://vote.optimism.io/proposals/47253113366919812831791422571513347073374828501432502648295761953879525315523"" target=""_blank"">To Read More</a>",Single-Choice Proposal,47253113366919812831791422571513347073374828501432502648295761953879525315523,"# Protocol Upgrade #6: Multi-Chain Prep (MCP) L1
Upgrade proposal: MCP - This protocol upgrade strengthens the security and upgradeability of the Superchain by enabling L1 contracts to be upgraded atomically across multiple chains in a single transaction. This upgrade also extends the SystemConfig to contain the addresses of the contracts in the network, allowing users to discover the system’s contract addresses programmatically.
The upgrade is code complete as of commit [e6ef3a900c42c8722e72c2e2314027f85d12ced5](https://github.com/ethereum-optimism/optimism/commit/e6ef3a900c42c8722e72c2e2314027f85d12ced5) ([release](https://github.com/ethereum-optimism/optimism/releases/tag/op-contracts%2Fv1.3.0-rc.1) and [tag](https://github.com/ethereum-optimism/optimism/tree/op-contracts/v1.3.0-rc.1)) in the Optimism monorepo.

This proposal is eligible for Voting Cycle #19: 
<https://gov.optimism.io/t/upgrade-proposal-6-multi-chain-prep-mcp-l1/7677>

If passed in the Token House, it will proceed to a veto period in the Citizens’ House. 
",1
Tier 4,0x1dabe414eb584533ee72e603ff33ba793e3c98f1,228989.eth,"<a href=""https://vote.optimism.io/proposals/64930538748268257621925093712454552173772860987977453334165023026835711650357"" target=""_blank"">To Read More</a>",Single-Choice Proposal,64930538748268257621925093712454552173772860987977453334165023026835711650357,"# Protocol Delegation Program Renewal \n In Season 3, the Protocol Delegation Program was piloted as a way to enable protocols, some of our most important stakeholders, to participate in governance. The Protocol Delegation Program temporarily delegates up to 5M OP from the Governance Fund to value-aligned protocols based on pre-defined criteria. This program was designed to last two Seasons in total, and this proposal would continue the program for duration of the final Season (Season 4.) After Season 4, particpating protocols will need to reaffirm their commitment to Optimism governance via their own treasuries. This Season 4 proposal is eligible for voting in Special Voting Cycle #12a: [https://gov.optimism.io/t/protocol-delegation-program-renewal/5883](https://gov.optimism.io/t/protocol-delegation-program-renewal/5883)",1
